id,artist,medium1,medium2,price_range
7,,,,
53,,,,
63,,,,
28,,,,
4,,,,
59,,,,
25,,,,
3,,,,
10,,,,
38,,,,
17,,,,
24,,,,
54,,,,
66,,,,
20,,,,
51,,,,
62,,,,
31,,,,
46,,,,
44,,,,
61,,,,
64,,,,
37,,,,
30,,,,
57,,,,
43,,,,
15,,,,
55,,,,
16,,,,
21,,,,
65,,,,
2,,,,
36,,,,
18,,,,
40,,,,
27,,,,
60,,,,
39,,,,
35,,,,
58,,,,
12,,,,
23,,,,
33,,,,
1,,,,
13,,,,
49,,,,
34,,,,
11,,,,
32,,,,
8,,,,
5,,,,
19,,,,
9,,,,
14,,,,
67,,,,
42,,,,
47,,,,
6,,,,
26,,,,
56,,,,
22,,,,
52,,,,
48,,,,
41,,,,
45,,,,
50,,,,
29,,,,
